id,y
180,75.0041
181,79.8521
182,75.9256
183,71.1786
184,74.4939
185,73.5228
186,66.8078
187,64.7757
188,62.5122
189,58.4825
190,74.9597
191,68.4272
192,77.517
193,59.9415
194,62.4239
195,88.9068
196,70.4905
197,76.0966
198,78.6433
199,73.8942
200,64.7592
201,64.8518
202,70.0603
203,72.2808
204,77.4035
205,78.8557
206,85.2238
207,56.3656
208,63.9839
209,63.8946
210,68.8944
211,66.3245
212,63.96
213,76.1785
214,63.2484
215,67.5795
216,72.0249
217,60.4754
218,62.5887
219,79.6396
220,73.8574
221,78.5409
222,58.1088
223,65.4387
224,68.6969
225,81.074
226,75.2914
227,74.9804
228,72.1768
229,74.5739
230,72.4041
231,66.6158
232,61.0294
233,74.2627
234,54.2154
235,74.4793
236,75.0441
237,62.9009
238,72.6365
239,66.8215
240,71.0859
241,62.3727
242,70.6008
243,74.4167
244,60.7629
245,55.8127
246,73.9638
247,79.1648
248,71.7801
249,64.972
250,65.8354
251,68.3468
252,68.9324
253,65.2356
254,65.1295
255,74.3681
256,78.0511
257,72.7173
258,69.9826
259,72.2897
260,66.449
261,89.6963
262,61.3824
263,65.7977
264,76.5208
265,60.7539
266,81.0688
267,71.6477
268,70.2442
269,74.7173
270,64.9215
271,63.2741
272,65.854
273,58.9891
274,67.8092
275,65.402
276,71.8586
277,69.9168
278,77.1208
279,73.9859
280,74.3346
281,87.9492
282,67.2607
283,69.5486
284,66.3083
285,82.2588
286,86.647
287,74.4669
288,73.5096
289,64.8155
290,61.6897
291,64.9329
292,71.4426
293,81.5333
294,64.234
295,59.5528
296,63.821
297,57.7544
298,65.7355
299,63.5724
300,65.9352
301,68.8355
302,74.4171
303,73.2351
304,75.6517
305,64.1441
306,71.484
307,56.7861
308,67.8326
309,72.7301
310,56.0123
311,72.9787
312,80.048
313,69.7269
314,71.0467
315,63.6525
316,58.246
317,76.992
318,61.834
319,71.5626
320,60.3426
321,71.2435
322,65.6368
323,77.7284
324,76.5263
325,69.4457
326,75.5402
327,71.5329
328,71.0655
329,66.3095
330,74.8969
331,66.2092
332,68.6129
333,75.0667
334,77.095
335,57.9043
336,65.9191
337,72.2918
338,63.6689
339,71.3803
340,63.7803
341,74.636
342,74.8859
343,77.5271
344,65.9159
345,64.7463
346,77.3126
347,62.5361
348,58.6997
349,69.7561
350,63.2758
351,72.1073
352,73.034
353,68.9677
354,70.0802
355,73.3674
356,71.3615
357,55.4692
358,77.2162
359,85.0328
360,65.3221
361,64.4463
362,61.5456
363,65.4799
364,82.2995
365,61.8338
366,69.8186
367,65.7085
368,58.5663
369,71.5836
370,71.1592
371,67.9473
372,70.3147
373,72.2587
374,76.2834
375,55.9912
376,67.413
377,69.7855
378,74.226
379,68.1311
380,63.8335
381,68.5315
382,84.117
383,67.223
384,68.4482
385,93.2955
386,63.5127
387,64.3404
388,60.5464
389,73.896
390,68.8613
391,61.2452
392,78.2241
393,60.3048
394,75.2534
395,70.6851
396,57.3893
397,78.8701
398,63.5744
399,81.4355
400,72.6968
401,65.521
402,65.703
403,67.3917
404,75.8629
405,67.2275
406,65.5545
407,75.435
408,67.689
409,74.6539
410,71.9296
411,62.4527
412,62.6287
413,75.3803
414,57.874
415,68.5691
416,70.9696
417,76.3148
418,66.7519
419,67.9921
420,76.8809
421,58.5588
422,58.6408
423,66.9945
424,71.4631
425,69.887
426,61.8811
427,81.2516
428,73.8293
429,79.8141
430,60.6394
431,67.7398
432,79.3855
433,58.6227
434,65.6876
435,69.3925
436,74.1737
437,61.4588
438,73.6046
439,72.5734
440,54.9039
441,67.1746
442,59.5113
443,68.1588
444,56.0601
445,71.6969
446,72.3964
447,75.4649
448,70.1198
449,62.0837
450,71.6264
451,64.2368
452,68.6808
453,61.8088
454,65.4831
455,51.3329
456,62.3136
457,75.4801
458,82.2295
459,70.8914
460,76.2911
461,62.6597
462,66.5138
463,82.544
464,63.9546
465,73.8789
466,70.5549
467,63.3415
468,58.7018
469,72.2427
470,67.0277
471,57.771
472,74.5196
473,79.0754
474,77.403
475,67.4116
476,71.6895
477,67.8536
478,77.7372
479,65.1672
480,62.6804
481,62.7212
482,68.9338
483,56.5811
484,66.7048
485,67.733
486,63.6129
487,70.7924
488,60.8193
489,69.4137
490,71.0769
491,76.9428
492,81.9932
493,59.5656
494,72.2406
495,65.6
496,64.0422
497,70.1792
498,73.4637
499,67.9228
500,63.961
501,75.8042
502,73.9126
503,77.6521
504,72.3071
505,72.7141
506,74.0944
507,76.2231
508,78.9131
509,66.8509
510,64.2018
511,66.1397
512,57.9737
513,67.7798
514,75.7689
515,70.0993
516,65.512
517,78.1286
518,65.777
519,54.2856
520,74.1877
521,63.8637
522,68.6635
523,72.1261
524,69.3226
525,70.9938
526,59.1196
527,70.2113
528,64.8833
529,61.7354
530,78.317
531,63.5338
532,61.8371
533,75.8722
534,64.6929
535,64.5392
536,70.3985
537,77.2975
538,68.9855
539,66.0451
540,61.3257
541,83.6724
542,65.0251
543,73.1111
544,62.1388
545,62.8999
546,75.59
547,70.7037
548,71.9028
549,72.522
550,86.3029
551,65.7878
552,66.1481
553,52.3417
554,68.6327
555,68.0024
556,67.3853
557,65.6056
558,61.9878
559,86.1891
560,67.6999
561,74.5799
562,70.9375
563,56.4578
564,69.2183
565,68.5613
566,78.0708
567,56.6703
568,70.5792
569,64.4592
570,72.2662
571,65.8438
572,73.0165
573,68.4311
574,60.5514
575,72.2999
576,64.6522
577,75.3442
578,76.5879
579,63.4397
580,73.8117
581,60.153
582,70.6866
583,68.8579
584,83.0721
585,72.4085
586,64.3343
587,79.4465
588,62.562
589,71.3998
590,76.8681
591,72.8394
592,73.8728
593,77.8416
594,65.6051
595,65.7726
596,75.4146
597,83.0687
598,73.9402
599,73.0501
600,67.9766
601,90.0259
602,60.9485
603,63.4197
604,58.875
605,60.1346
606,69.4608
607,87.5717
608,82.8618
609,57.3129
610,65.1932
611,73.5183
612,77.3661
613,69.5787
614,73.5892
615,60.909
616,63.5288
617,66.0238
618,65.0395
619,61.3234
620,68.0065
621,60.5309
622,70.591
623,69.4418
624,67.7043
625,66.2452
626,75.7542
627,69.51
628,73.1694
629,69.6066
630,70.6902
631,68.457
632,66.072
633,67.5558
634,78.2921
635,73.6039
636,67.5336
637,74.4607
638,71.9151
639,63.3617
640,75.6702
641,69.6673
642,64.0313
643,61.7241
644,61.8348
645,70.4745
646,72.8936
647,64.0167
648,71.0234
649,58.7704
650,71.2579
651,73.8504
652,79.601
653,69.8305
654,68.1559
655,51.3428
656,67.453
657,58.8277
658,80.6452
659,75.1173
660,67.0334
661,73.4012
662,57.3663
663,91.2105
664,64.5412
665,74.3701
666,71.8372
667,81.822
668,79.4591
669,68.9649
670,62.4037
671,80.0741
672,62.3926
673,54.249
674,63.7248
675,65.5204
676,76.2133
677,61.6338
678,69.5446
679,63.6686
680,65.1003
681,62.2942
682,74.7129
683,71.324
684,60.4297
685,70.4484
686,80.2856
687,55.2143
688,72.2184
689,71.5596
690,66.106
691,66.3424
692,68.4582
693,82.9328
694,68.5995
695,54.8487
696,79.4463
697,66.3226
698,85.8916
699,71.705
700,74.3315
701,69.5474
702,62.8453
703,67.9827
704,71.504
705,75.6607
706,67.4743
707,63.5727
708,66.0562
709,59.0472
710,73.144
711,70.1209
712,58.8288
713,67.7172
714,64.479
715,69.4361
716,67.2266
717,63.1829
718,72.7558
719,70.3464
720,66.319
721,79.0931
722,61.3773
723,70.7748
724,66.9668
725,72.2054
726,71.6135
727,72.2442
728,63.4632
729,63.2587
730,69.4912
731,73.344
732,77.9527
733,57.0779
734,85.98
735,64.3292
736,64.0059
737,63.0285
738,74.877
739,78.3929
740,60.9045
741,60.4428
742,74.6211
743,56.7659
744,64.8445
745,64.1385
746,62.917
747,70.1699
748,81.4461
749,75.7612
750,75.3866
751,65.8785
752,62.5902
753,68.6529
754,63.3833
755,72.3237
756,65.0077
757,78.0925
758,66.8925
759,70.1481
760,69.2286
761,67.0435
762,69.4458
763,67.4586
764,75.3108
765,66.7408
766,71.9186
767,80.1869
768,63.9918
769,61.0853
770,80.5
771,68.1872
772,63.2328
773,79.2624
774,63.6135
775,68.3207
