id,y
474,74
475,60
476,73
477,67
478,75
479,64
480,67
481,63
482,65
483,64
484,68
485,71
486,70
487,70
488,64
489,75
490,75
491,75
492,83
493,67
494,74
495,62
496,66
497,65
498,67
499,69
500,65
501,68
502,69
503,77
504,76
505,76
506,75
507,78
508,74
509,68
510,69
511,66
512,59
513,69
514,73
515,71
516,71
517,77
518,61
519,64
520,79
521,60
522,67
523,68
524,66
525,71
526,64
527,71
528,62
529,68
530,79
531,63
532,61
533,73
534,67
535,62
536,76
537,74
538,72
539,67
540,57
541,81
542,60
543,72
544,67
545,63
546,77
547,71
548,68
549,69
550,77
551,66
552,62
553,59
554,69
555,75
556,72
557,64
558,61
559,76
560,71
561,81
562,68
563,64
564,74
565,79
566,78
567,58
568,68
569,67
570,71
571,66
572,76
573,73
574,60
575,73
576,66
577,74
578,79
579,58
580,80
581,59
582,71
583,72
584,80
585,75
586,61
587,78
588,70
589,72
590,71
591,74
592,78
593,80
594,66
595,66
596,65
597,74
598,79
599,79
600,62
601,77
602,57
603,64
604,58
605,63
606,72
607,77
608,78
609,62
610,58
611,79
612,81
613,62
614,79
615,61
616,58
617,63
618,62
619,66
620,76
621,60
622,81
623,68
624,70
625,64
626,71
627,72
628,78
629,70
630,71
631,72
632,74
633,63
634,72
635,80
636,61
637,75
638,69
639,61
640,80
641,74
642,68
643,61
644,63
645,78
646,79
647,64
648,68
649,62
650,75
651,74
652,78
653,65
654,67
655,62
656,70
657,64
658,78
659,78
660,65
661,66
662,57
663,78
664,64
665,73
666,70
667,80
668,75
669,64
670,57
671,79
672,58
673,58
674,72
675,62
676,69
677,60
678,67
679,63
680,62
681,57
682,78
683,74
684,62
685,65
686,78
687,58
688,65
689,79
690,65
691,71
692,62
693,78
694,72
695,63
696,71
697,64
698,79
699,75
700,69
701,73
702,58
703,62
704,75
705,74
706,66
707,64
708,67
709,63
710,79
711,77
712,57
713,67
714,65
715,71
716,66
717,68
718,68
719,70
720,66
721,79
722,67
723,79
724,70
725,72
726,65
727,63
728,67
729,59
730,75
731,70
732,79
733,65
734,78
735,67
736,68
737,68
738,73
739,79
740,58
741,61
742,76
743,58
744,72
745,64
746,65
747,69
748,69
749,70
750,78
751,63
752,68
753,71
754,67
755,83
756,70
757,78
758,59
759,61
760,74
761,71
762,65
763,58
764,80
765,73
766,74
767,77
768,70
769,62
770,82
771,67
772,62
773,77
774,70
775,70
